dataset,image_name,class_name,count,avg_confidence
stress_test,028_aug3_color_28_6_18.jpg,grozi_30,2,0.4404
stress_test,028_aug3_color_28_6_18.jpg,grozi_64,1,0.6067
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_68,58,0.7116
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_89,6,0.5907
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_118,3,0.7419
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_37,4,0.6489
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_21,2,0.7617
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_10,6,0.5353
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_7,6,0.3638
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_82,1,0.6089
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_19,1,0.3848
stress_test,029_aug1_color_8_8_-1+blur_k7+occlusion2.jpg,grozi_96,1,0.2524
stress_test,029_aug2_blur_k3+perspective+light_1.08_-2.jpg,grozi_68,48,0.6333
stress_test,029_aug2_blur_k3+perspective+light_1.08_-2.jpg,grozi_37,4,0.8909
stress_test,029_aug2_blur_k3+perspective+light_1.08_-2.jpg,grozi_89,3,0.792
stress_test,029_aug2_blur_k3+perspective+light_1.08_-2.jpg,grozi_7,7,0.5579
stress_test,029_aug2_blur_k3+perspective+light_1.08_-2.jpg,grozi_21,1,0.7942
stress_test,029_aug2_blur_k3+perspective+light_1.08_-2.jpg,grozi_10,3,0.4533
stress_test,029_aug2_blur_k3+perspective+light_1.08_-2.jpg,grozi_30,3,0.3592
stress_test,029_aug2_blur_k3+perspective+light_1.08_-2.jpg,grozi_82,1,0.2746
stress_test,029_aug3_blur_k5.jpg,grozi_37,11,0.6979
stress_test,029_aug3_blur_k5.jpg,grozi_68,68,0.7341
stress_test,029_aug3_blur_k5.jpg,grozi_89,4,0.6388
stress_test,029_aug3_blur_k5.jpg,grozi_21,2,0.6423
stress_test,029_aug3_blur_k5.jpg,grozi_7,6,0.5218
stress_test,029_aug3_blur_k5.jpg,grozi_10,4,0.5853
stress_test,029_aug3_blur_k5.jpg,grozi_115,1,0.3289
stress_test,029_aug3_blur_k5.jpg,grozi_82,1,0.297
stress_test,029_aug3_blur_k5.jpg,grozi_96,1,0.2638
stress_test,029_aug3_blur_k5.jpg,grozi_30,1,0.2561
stress_test,030_aug1_perspective+occlusion3+light_0.64_23.jpg,grozi_37,34,0.9043
stress_test,030_aug1_perspective+occlusion3+light_0.64_23.jpg,grozi_68,9,0.5587
stress_test,030_aug1_perspective+occlusion3+light_0.64_23.jpg,grozi_31,4,0.6922
stress_test,030_aug1_perspective+occlusion3+light_0.64_23.jpg,grozi_15,4,0.6783
stress_test,030_aug1_perspective+occlusion3+light_0.64_23.jpg,grozi_89,1,0.5713
stress_test,030_aug1_perspective+occlusion3+light_0.64_23.jpg,grozi_64,1,0.5225
stress_test,030_aug1_perspective+occlusion3+light_0.64_23.jpg,grozi_38,1,0.2908
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_31,9,0.7166
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_37,14,0.5799
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_15,4,0.441
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_30,2,0.4779
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_64,2,0.4525
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_38,1,0.4996
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_24,1,0.4147
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_68,1,0.3759
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_19,1,0.3348
stress_test,030_aug2_noise+color_9_24_-1+perspective.jpg,grozi_18,1,0.2987
stress_test,030_aug3_light_1.02_-38+occlusion1+perspective.jpg,grozi_31,8,0.5977
stress_test,030_aug3_light_1.02_-38+occlusion1+perspective.jpg,grozi_30,6,0.4352
stress_test,030_aug3_light_1.02_-38+occlusion1+perspective.jpg,grozi_68,1,0.3423
stress_test,030_aug3_light_1.02_-38+occlusion1+perspective.jpg,grozi_19,1,0.2987
stress_test,030_aug3_light_1.02_-38+occlusion1+perspective.jpg,grozi_89,1,0.2734
stress_test,031_aug1_occlusion3.jpg,grozi_21,3,0.5085
stress_test,031_aug1_occlusion3.jpg,grozi_89,6,0.3378
stress_test,031_aug1_occlusion3.jpg,grozi_10,1,0.2821
stress_test,031_aug1_occlusion3.jpg,grozi_7,1,0.2674
stress_test,031_aug2_noise+light_0.83_15.jpg,grozi_19,1,0.4821
stress_test,031_aug2_noise+light_0.83_15.jpg,grozi_21,1,0.3496
stress_test,031_aug2_noise+light_0.83_15.jpg,grozi_89,1,0.3328
stress_test,031_aug2_noise+light_0.83_15.jpg,grozi_7,1,0.3125
stress_test,031_aug3_noise+occlusion3.jpg,grozi_21,2,0.5292
stress_test,031_aug3_noise+occlusion3.jpg,grozi_82,1,0.4384
stress_test,031_aug3_noise+occlusion3.jpg,grozi_19,1,0.4163
stress_test,031_aug3_noise+occlusion3.jpg,grozi_89,3,0.3129
stress_test,032_aug1_color_-17_-8_13+occlusion2+noise.jpg,grozi_37,14,0.7778
stress_test,032_aug1_color_-17_-8_13+occlusion2+noise.jpg,grozi_68,7,0.4866
stress_test,032_aug1_color_-17_-8_13+occlusion2+noise.jpg,grozi_31,3,0.4376
stress_test,032_aug1_color_-17_-8_13+occlusion2+noise.jpg,grozi_15,2,0.3024
stress_test,032_aug2_perspective.jpg,grozi_37,4,0.7296
stress_test,032_aug2_perspective.jpg,grozi_68,26,0.6205
stress_test,032_aug2_perspective.jpg,grozi_7,9,0.5898
stress_test,032_aug2_perspective.jpg,grozi_30,1,0.5481
stress_test,032_aug2_perspective.jpg,grozi_89,1,0.2893
stress_test,032_aug2_perspective.jpg,grozi_19,2,0.2709
stress_test,032_aug3_color_6_-15_-6.jpg,grozi_68,31,0.5277
stress_test,032_aug3_color_6_-15_-6.jpg,grozi_10,2,0.4598
stress_test,032_aug3_color_6_-15_-6.jpg,grozi_89,1,0.3928
stress_test,032_aug3_color_6_-15_-6.jpg,grozi_30,1,0.2988
stress_test,033_aug1_occlusion1.jpg,grozi_10,6,0.7227
stress_test,033_aug1_occlusion1.jpg,grozi_30,2,0.7211
stress_test,033_aug1_occlusion1.jpg,grozi_21,3,0.4825
stress_test,033_aug1_occlusion1.jpg,grozi_15,1,0.7316
stress_test,033_aug1_occlusion1.jpg,grozi_7,1,0.7025
stress_test,033_aug1_occlusion1.jpg,grozi_55,1,0.5966
stress_test,033_aug1_occlusion1.jpg,grozi_82,1,0.376
stress_test,033_aug1_occlusion1.jpg,grozi_37,1,0.3659
stress_test,033_aug1_occlusion1.jpg,grozi_68,1,0.3283
stress_test,033_aug2_noise+perspective+occlusion3.jpg,grozi_15,1,0.8852
stress_test,033_aug2_noise+perspective+occlusion3.jpg,grozi_37,5,0.5154
stress_test,033_aug2_noise+perspective+occlusion3.jpg,grozi_21,3,0.5273
stress_test,033_aug2_noise+perspective+occlusion3.jpg,grozi_30,3,0.4847
stress_test,033_aug2_noise+perspective+occlusion3.jpg,grozi_118,1,0.4014
stress_test,033_aug2_noise+perspective+occlusion3.jpg,grozi_10,3,0.3073
stress_test,033_aug2_noise+perspective+occlusion3.jpg,grozi_55,1,0.3091
stress_test,033_aug2_noise+perspective+occlusion3.jpg,grozi_82,1,0.3084
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_37,4,0.6647
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_30,4,0.7122
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_21,2,0.6209
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_15,2,0.6809
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_10,2,0.5369
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_89,2,0.5519
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_55,1,0.517
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_68,2,0.2995
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_82,1,0.3015
stress_test,033_aug3_color_8_14_10+occlusion2+blur_k7.jpg,grozi_31,1,0.2642
stress_test,034_aug1_color_4_-6_29.jpg,grozi_37,39,0.9725
stress_test,034_aug1_color_4_-6_29.jpg,grozi_15,5,0.8133
stress_test,034_aug1_color_4_-6_29.jpg,grozi_12,1,0.9248
stress_test,034_aug1_color_4_-6_29.jpg,grozi_31,2,0.706
stress_test,034_aug1_color_4_-6_29.jpg,grozi_89,1,0.2782
stress_test,034_aug2_light_1.12_16+perspective.jpg,grozi_37,23,0.7438
stress_test,034_aug2_light_1.12_16+perspective.jpg,grozi_15,3,0.7998
stress_test,034_aug2_light_1.12_16+perspective.jpg,grozi_31,7,0.4787
stress_test,034_aug2_light_1.12_16+perspective.jpg,grozi_68,8,0.5642
stress_test,034_aug2_light_1.12_16+perspective.jpg,grozi_89,3,0.4398
stress_test,034_aug2_light_1.12_16+perspective.jpg,grozi_64,2,0.4155
stress_test,034_aug2_light_1.12_16+perspective.jpg,grozi_19,1,0.3307
stress_test,034_aug3_light_0.95_7+blur_k3.jpg,grozi_37,32,0.88
stress_test,034_aug3_light_0.95_7+blur_k3.jpg,grozi_15,2,0.8769
stress_test,034_aug3_light_0.95_7+blur_k3.jpg,grozi_31,11,0.574
stress_test,034_aug3_light_0.95_7+blur_k3.jpg,grozi_24,1,0.354
stress_test,034_aug3_light_0.95_7+blur_k3.jpg,grozi_38,1,0.2751
stress_test,034_aug3_light_0.95_7+blur_k3.jpg,grozi_64,1,0.2572
stress_test,035_aug1_light_1.24_-39+color_-11_6_21.jpg,grozi_10,4,0.788
stress_test,035_aug1_light_1.24_-39+color_-11_6_21.jpg,grozi_7,2,0.6379
stress_test,035_aug1_light_1.24_-39+color_-11_6_21.jpg,grozi_89,3,0.4825
stress_test,035_aug1_light_1.24_-39+color_-11_6_21.jpg,grozi_19,1,0.5119
stress_test,035_aug2_light_0.93_38.jpg,grozi_10,6,0.5695
stress_test,035_aug2_light_0.93_38.jpg,grozi_21,2,0.7127
stress_test,035_aug2_light_0.93_38.jpg,grozi_118,2,0.581
stress_test,035_aug2_light_0.93_38.jpg,grozi_55,1,0.5945
stress_test,035_aug2_light_0.93_38.jpg,grozi_89,2,0.4589
stress_test,035_aug3_color_21_-15_1+occlusion3.jpg,grozi_10,5,0.7062
stress_test,035_aug3_color_21_-15_1+occlusion3.jpg,grozi_21,2,0.6526
stress_test,035_aug3_color_21_-15_1+occlusion3.jpg,grozi_55,1,0.8739
stress_test,035_aug3_color_21_-15_1+occlusion3.jpg,grozi_118,2,0.6558
stress_test,035_aug3_color_21_-15_1+occlusion3.jpg,grozi_82,3,0.6673
stress_test,035_aug3_color_21_-15_1+occlusion3.jpg,grozi_89,1,0.689
stress_test,035_aug3_color_21_-15_1+occlusion3.jpg,grozi_19,1,0.2919
stress_test,036_aug1_light_0.91_16+noise.jpg,grozi_68,98,0.7806
stress_test,036_aug1_light_0.91_16+noise.jpg,grozi_37,2,0.9921
stress_test,036_aug1_light_0.91_16+noise.jpg,grozi_10,9,0.6682
stress_test,036_aug1_light_0.91_16+noise.jpg,grozi_89,16,0.626
stress_test,036_aug1_light_0.91_16+noise.jpg,grozi_30,2,0.7412
stress_test,036_aug1_light_0.91_16+noise.jpg,grozi_118,1,0.6854
stress_test,036_aug1_light_0.91_16+noise.jpg,grozi_115,1,0.3575
stress_test,036_aug1_light_0.91_16+noise.jpg,grozi_21,1,0.3263
stress_test,036_aug2_perspective.jpg,grozi_68,71,0.6633
stress_test,036_aug2_perspective.jpg,grozi_7,3,0.9706
stress_test,036_aug2_perspective.jpg,grozi_10,7,0.814
stress_test,036_aug2_perspective.jpg,grozi_37,4,0.8694
stress_test,036_aug2_perspective.jpg,grozi_89,9,0.5642
stress_test,036_aug2_perspective.jpg,grozi_30,1,0.3729
stress_test,036_aug3_occlusion1+color_19_23_-5+blur_k5.jpg,grozi_68,48,0.6564
stress_test,036_aug3_occlusion1+color_19_23_-5+blur_k5.jpg,grozi_118,13,0.6529
stress_test,036_aug3_occlusion1+color_19_23_-5+blur_k5.jpg,grozi_89,15,0.7465
stress_test,036_aug3_occlusion1+color_19_23_-5+blur_k5.jpg,grozi_30,2,0.515
stress_test,036_aug3_occlusion1+color_19_23_-5+blur_k5.jpg,grozi_55,2,0.6653
stress_test,036_aug3_occlusion1+color_19_23_-5+blur_k5.jpg,grozi_115,2,0.425
stress_test,036_aug3_occlusion1+color_19_23_-5+blur_k5.jpg,grozi_82,2,0.4043
stress_test,036_aug3_occlusion1+color_19_23_-5+blur_k5.jpg,grozi_10,1,0.4046
stress_test,037_aug1_blur_k7+noise+occlusion2.jpg,grozi_37,39,0.9804
stress_test,037_aug1_blur_k7+noise+occlusion2.jpg,grozi_15,4,0.8306
stress_test,037_aug1_blur_k7+noise+occlusion2.jpg,grozi_31,1,0.3306
stress_test,037_aug1_blur_k7+noise+occlusion2.jpg,grozi_68,1,0.2661
stress_test,037_aug2_occlusion2.jpg,grozi_37,39,0.9857
stress_test,037_aug2_occlusion2.jpg,grozi_15,4,0.8066
stress_test,037_aug2_occlusion2.jpg,grozi_68,1,0.4057
stress_test,037_aug2_occlusion2.jpg,grozi_31,1,0.3558
stress_test,037_aug2_occlusion2.jpg,grozi_89,1,0.267
stress_test,037_aug3_occlusion1+light_0.81_16.jpg,grozi_37,37,0.9849
stress_test,037_aug3_occlusion1+light_0.81_16.jpg,grozi_15,4,0.784
stress_test,037_aug3_occlusion1+light_0.81_16.jpg,grozi_68,2,0.5237
stress_test,037_aug3_occlusion1+light_0.81_16.jpg,grozi_31,2,0.3173
stress_test,037_aug3_occlusion1+light_0.81_16.jpg,grozi_89,1,0.2522
stress_test,038_aug1_noise.jpg,grozi_37,18,0.8348
stress_test,038_aug1_noise.jpg,grozi_15,3,0.6811
stress_test,038_aug1_noise.jpg,grozi_31,2,0.93
stress_test,038_aug1_noise.jpg,grozi_11,3,0.7577
stress_test,038_aug1_noise.jpg,grozi_68,13,0.6792
stress_test,038_aug1_noise.jpg,grozi_30,2,0.3664
stress_test,038_aug1_noise.jpg,grozi_7,2,0.352
stress_test,038_aug1_noise.jpg,grozi_19,1,0.328
stress_test,038_aug2_color_23_29_27.jpg,grozi_68,87,0.7463
stress_test,038_aug2_color_23_29_27.jpg,grozi_7,5,0.6056
stress_test,038_aug2_color_23_29_27.jpg,grozi_37,21,0.7111
stress_test,038_aug2_color_23_29_27.jpg,grozi_15,6,0.6102
stress_test,038_aug2_color_23_29_27.jpg,grozi_31,1,0.9144
stress_test,038_aug2_color_23_29_27.jpg,grozi_62,2,0.6563
stress_test,038_aug2_color_23_29_27.jpg,grozi_30,3,0.4805
stress_test,038_aug2_color_23_29_27.jpg,grozi_50,1,0.3553
stress_test,038_aug2_color_23_29_27.jpg,grozi_19,1,0.3311
stress_test,038_aug2_color_23_29_27.jpg,grozi_64,1,0.2572
stress_test,038_aug3_color_27_11_-2.jpg,grozi_68,31,0.6025
stress_test,038_aug3_color_27_11_-2.jpg,grozi_89,6,0.6239
stress_test,038_aug3_color_27_11_-2.jpg,grozi_31,2,0.6516
stress_test,038_aug3_color_27_11_-2.jpg,grozi_10,3,0.4264
stress_test,038_aug3_color_27_11_-2.jpg,grozi_15,3,0.4199
stress_test,038_aug3_color_27_11_-2.jpg,grozi_37,3,0.4002
stress_test,038_aug3_color_27_11_-2.jpg,grozi_7,1,0.5194
stress_test,038_aug3_color_27_11_-2.jpg,grozi_19,3,0.4389
stress_test,038_aug3_color_27_11_-2.jpg,grozi_55,1,0.4619
stress_test,038_aug3_color_27_11_-2.jpg,grozi_30,1,0.3073
stress_test,039_aug1_color_2_-6_20.jpg,grozi_15,3,0.4888
stress_test,039_aug1_color_2_-6_20.jpg,grozi_37,1,0.6587
stress_test,039_aug1_color_2_-6_20.jpg,grozi_31,2,0.4465
stress_test,039_aug1_color_2_-6_20.jpg,grozi_30,1,0.2511
stress_test,039_aug2_color_-4_23_28.jpg,grozi_37,37,0.9721
stress_test,039_aug2_color_-4_23_28.jpg,grozi_15,7,0.7499
stress_test,039_aug2_color_-4_23_28.jpg,grozi_24,1,0.8839
stress_test,039_aug3_noise+blur_k7+light_0.63_23.jpg,grozi_15,2,0.4444
stress_test,039_aug3_noise+blur_k7+light_0.63_23.jpg,grozi_31,2,0.3355
stress_test,039_aug3_noise+blur_k7+light_0.63_23.jpg,grozi_30,1,0.3163
stress_test,040_aug1_color_3_26_-12.jpg,grozi_15,4,0.652
stress_test,040_aug2_perspective.jpg,grozi_15,3,0.48
stress_test,040_aug2_perspective.jpg,grozi_89,2,0.3482
stress_test,040_aug3_color_-3_-10_-4+noise.jpg,grozi_15,4,0.5022
stress_test,040_aug3_color_-3_-10_-4+noise.jpg,grozi_31,1,0.266
stress_test,040_aug3_color_-3_-10_-4+noise.jpg,grozi_89,1,0.2525
stress_test,041_aug1_perspective+noise.jpg,grozi_89,4,0.7178
stress_test,041_aug1_perspective+noise.jpg,grozi_118,7,0.5558
stress_test,041_aug1_perspective+noise.jpg,grozi_55,2,0.685
stress_test,041_aug1_perspective+noise.jpg,grozi_21,3,0.7013
stress_test,041_aug1_perspective+noise.jpg,grozi_82,1,0.6001
stress_test,041_aug1_perspective+noise.jpg,grozi_68,2,0.3769
stress_test,041_aug1_perspective+noise.jpg,grozi_19,1,0.3168
stress_test,041_aug2_light_0.98_-4+perspective.jpg,grozi_118,8,0.7759
stress_test,041_aug2_light_0.98_-4+perspective.jpg,grozi_89,3,0.8334
stress_test,041_aug2_light_0.98_-4+perspective.jpg,grozi_55,3,0.7457
stress_test,041_aug2_light_0.98_-4+perspective.jpg,grozi_21,3,0.6066
stress_test,041_aug2_light_0.98_-4+perspective.jpg,grozi_82,1,0.5303
stress_test,041_aug2_light_0.98_-4+perspective.jpg,grozi_19,1,0.2852
stress_test,041_aug3_color_21_-16_20+blur_k5.jpg,grozi_118,4,0.7283
stress_test,041_aug3_color_21_-16_20+blur_k5.jpg,grozi_55,1,0.977
stress_test,041_aug3_color_21_-16_20+blur_k5.jpg,grozi_82,3,0.5796
stress_test,041_aug3_color_21_-16_20+blur_k5.jpg,grozi_21,2,0.3819
stress_test,041_aug3_color_21_-16_20+blur_k5.jpg,grozi_19,1,0.2914
stress_test,042_aug1_perspective+occlusion3+light_0.67_-1.jpg,grozi_30,2,0.5795
stress_test,042_aug1_perspective+occlusion3+light_0.67_-1.jpg,grozi_89,8,0.4793
stress_test,042_aug1_perspective+occlusion3+light_0.67_-1.jpg,grozi_102,2,0.6579
stress_test,042_aug1_perspective+occlusion3+light_0.67_-1.jpg,grozi_15,2,0.5369
stress_test,042_aug1_perspective+occlusion3+light_0.67_-1.jpg,grozi_21,1,0.5084
stress_test,042_aug1_perspective+occlusion3+light_0.67_-1.jpg,grozi_55,1,0.4695
stress_test,042_aug1_perspective+occlusion3+light_0.67_-1.jpg,grozi_113,1,0.4524
stress_test,042_aug2_perspective+light_0.67_15.jpg,grozi_102,1,0.931
stress_test,042_aug2_perspective+light_0.67_15.jpg,grozi_21,3,0.5388
stress_test,042_aug2_perspective+light_0.67_15.jpg,grozi_89,4,0.5145
stress_test,042_aug2_perspective+light_0.67_15.jpg,grozi_15,3,0.578
stress_test,042_aug2_perspective+light_0.67_15.jpg,grozi_68,3,0.3959
stress_test,042_aug2_perspective+light_0.67_15.jpg,grozi_55,1,0.4163
stress_test,042_aug2_perspective+light_0.67_15.jpg,grozi_96,1,0.3835
stress_test,042_aug3_noise+perspective+light_1.05_8.jpg,grozi_15,2,0.9162
stress_test,042_aug3_noise+perspective+light_1.05_8.jpg,grozi_89,7,0.5525
stress_test,042_aug3_noise+perspective+light_1.05_8.jpg,grozi_21,2,0.6378
stress_test,042_aug3_noise+perspective+light_1.05_8.jpg,grozi_55,1,0.6438
stress_test,042_aug3_noise+perspective+light_1.05_8.jpg,grozi_37,1,0.3374
stress_test,043_aug1_light_1.15_-21.jpg,grozi_21,3,0.4832
stress_test,043_aug1_light_1.15_-21.jpg,grozi_68,1,0.7924
stress_test,043_aug1_light_1.15_-21.jpg,grozi_10,1,0.7808
stress_test,043_aug1_light_1.15_-21.jpg,grozi_118,2,0.5069
stress_test,043_aug1_light_1.15_-21.jpg,grozi_30,1,0.4435
stress_test,043_aug1_light_1.15_-21.jpg,grozi_82,2,0.2908
stress_test,043_aug2_color_-7_-16_28.jpg,grozi_31,10,0.6308
stress_test,043_aug2_color_-7_-16_28.jpg,grozi_37,7,0.3466
stress_test,043_aug2_color_-7_-16_28.jpg,grozi_116,1,0.4426
stress_test,043_aug2_color_-7_-16_28.jpg,grozi_64,1,0.4385
stress_test,043_aug2_color_-7_-16_28.jpg,grozi_113,1,0.2715
stress_test,043_aug2_color_-7_-16_28.jpg,grozi_18,1,0.2598
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_21,5,0.578
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_10,1,0.7179
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_118,2,0.5236
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_68,3,0.471
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_30,2,0.4179
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_102,1,0.399
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_33,1,0.3951
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_89,2,0.3326
stress_test,043_aug3_blur_k3+color_1_29_-11+noise.jpg,grozi_55,1,0.274
stress_test,044_aug1_light_1.29_3+perspective+blur_k3.jpg,grozi_118,3,0.831
stress_test,044_aug1_light_1.29_3+perspective+blur_k3.jpg,grozi_21,5,0.8314
stress_test,044_aug1_light_1.29_3+perspective+blur_k3.jpg,grozi_55,3,0.8267
stress_test,044_aug1_light_1.29_3+perspective+blur_k3.jpg,grozi_89,6,0.4928
stress_test,044_aug1_light_1.29_3+perspective+blur_k3.jpg,grozi_10,4,0.8166
stress_test,044_aug1_light_1.29_3+perspective+blur_k3.jpg,grozi_82,1,0.8647
stress_test,044_aug1_light_1.29_3+perspective+blur_k3.jpg,grozi_68,1,0.2701
stress_test,044_aug2_perspective+light_0.64_-4+blur_k5.jpg,grozi_55,1,0.9758
stress_test,044_aug2_perspective+light_0.64_-4+blur_k5.jpg,grozi_21,3,0.9007
stress_test,044_aug2_perspective+light_0.64_-4+blur_k5.jpg,grozi_118,2,0.9245
stress_test,044_aug2_perspective+light_0.64_-4+blur_k5.jpg,grozi_33,1,0.3433
stress_test,044_aug3_color_12_-6_19+light_0.63_23+occlusion3.jpg,grozi_118,3,0.8104
stress_test,044_aug3_color_12_-6_19+light_0.63_23+occlusion3.jpg,grozi_55,1,0.9532
stress_test,044_aug3_color_12_-6_19+light_0.63_23+occlusion3.jpg,grozi_89,4,0.5824
stress_test,044_aug3_color_12_-6_19+light_0.63_23+occlusion3.jpg,grozi_21,5,0.5384
stress_test,044_aug3_color_12_-6_19+light_0.63_23+occlusion3.jpg,grozi_10,1,0.4394
stress_test,044_aug3_color_12_-6_19+light_0.63_23+occlusion3.jpg,grozi_82,2,0.3776
stress_test,045_aug1_light_0.83_-28.jpg,grozi_89,11,0.5811
stress_test,045_aug1_light_0.83_-28.jpg,grozi_10,1,0.9809
stress_test,045_aug1_light_0.83_-28.jpg,grozi_30,1,0.7935
stress_test,045_aug1_light_0.83_-28.jpg,grozi_55,2,0.6372
stress_test,045_aug1_light_0.83_-28.jpg,grozi_118,1,0.6044
stress_test,045_aug1_light_0.83_-28.jpg,grozi_21,3,0.5776
stress_test,045_aug2_perspective.jpg,grozi_89,8,0.6045
stress_test,045_aug2_perspective.jpg,grozi_30,3,0.595
stress_test,045_aug2_perspective.jpg,grozi_7,6,0.5089
stress_test,045_aug2_perspective.jpg,grozi_10,1,0.4472
stress_test,045_aug2_perspective.jpg,grozi_68,2,0.3156
stress_test,045_aug3_perspective+occlusion3+color_7_0_22.jpg,grozi_15,2,0.9313
stress_test,045_aug3_perspective+occlusion3+color_7_0_22.jpg,grozi_7,2,0.8144
stress_test,045_aug3_perspective+occlusion3+color_7_0_22.jpg,grozi_37,10,0.6493
stress_test,045_aug3_perspective+occlusion3+color_7_0_22.jpg,grozi_89,3,0.5901
stress_test,045_aug3_perspective+occlusion3+color_7_0_22.jpg,grozi_30,4,0.4172
stress_test,045_aug3_perspective+occlusion3+color_7_0_22.jpg,grozi_19,2,0.3505
stress_test,045_aug3_perspective+occlusion3+color_7_0_22.jpg,grozi_68,1,0.3572
